IMSI,MSISDN,IMEI,IP_Address,Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type
2340838517993,447781053912,820253767884869,126.60.212.204,260315193731+0100,234,20,23420,86222051,87749608,67121045,234-20-***,234-20-6889-43,4G,Tablet
2062714724630,324598642423,847253253912187,87.226.123.68,260224175331+0100,206,10,20610,14037747,62599547,31087800,206-10-***,206-10-6152-71,5G,IoT Device
2060102320018,324876610089,849080427610814,55.102.24.69,260316173449+0100,206,1,20601,35414238,60019101,61501475,206-01-***,206-01-4474-31,3G,Smartphone
2403198074682,467254695100,366497000762054,103.155.5.55,260315124945+0200,240,1,24001,54214537,88963818,60893940,240-01-***,240-01-4854-80,4G,Tablet
3106664110654,120213407851,635291549949708,72.197.52.50,260307211837-0500,310,410,310410,92567462,12019224,59296057,310-410-***,310-410-1320-98,3G,Tablet
2062689996269,324808386888,952657139178791,167.79.211.61,260314070226+0200,206,20,20620,58866576,14111743,59794206,206-20-***,206-20-9982-35,4G,IoT Device
3106093201265,151289826041,842621340952175,212.121.21.251,260225082930-0600,310,410,310410,55045402,78517715,52191957,310-410-***,310-410-8430-19,5G,Tablet
2402746921188,467241996264,337600482297589,138.102.110.251,260302172323+0200,240,24,24024,19992259,70301220,17166497,240-24-***,240-24-8486-47,5G,Smartphone
2344570568209,447425709001,948414776356407,147.38.167.201,260304161054+0100,234,20,23420,33042106,38356463,28255279,234-20-***,234-20-3160-23,5G,Tablet
2345400178822,447573126168,600822210710580,15.214.105.113,260310164410+0100,234,15,23415,22276469,25591892,87089421,234-15-***,234-15-9242-30,5G,IoT Device
2341526105370,447823007169,521323000074189,33.16.148.118,260314033249+0000,234,33,23433,51910609,85400080,53919906,234-33-***,234-33-3916-69,3G,IoT Device
2346989365294,447571619827,371367554813104,154.168.152.133,260303222819+0000,234,38,23438,54599228,16094013,30633166,234-38-***,234-38-3307-82,5G,Tablet
2343574835268,447364860673,889584118344883,160.109.37.145,260310093111+0100,234,15,23415,83438903,50753834,33739994,234-15-***,234-15-4001-18,4G,Tablet
2340550774065,447795515623,857754432090855,121.210.2.46,260310190145+0000,234,30,23430,24380105,15704947,76220947,234-30-***,234-30-5881-61,3G,IoT Device
2341786190254,447760220695,413811575412012,138.233.171.108,260314123945+0000,234,38,23438,34459957,68752116,52110410,234-38-***,234-38-2666-39,3G,Smartphone
2341515325947,447850740717,356708622798059,188.42.132.236,260308144206+0000,234,10,23410,59144824,96424580,13764851,234-10-***,234-10-3587-63,5G,Smartphone
2069340391045,324603608941,196648378491359,130.5.64.81,260225073910+0100,206,1,20601,92758578,33389105,83208168,206-01-***,206-01-1159-60,4G,IoT Device
2342056100679,447800696801,833815726774037,140.53.207.125,260310013018+0100,234,15,23415,77236886,45843633,26818338,234-15-***,234-15-7124-97,5G,Tablet
2063006776255,324532501736,520240544262417,41.177.12.189,260221105321+0100,206,10,20610,82106986,44194807,34665225,206-10-***,206-10-6025-84,5G,Tablet
2401100906053,467088684302,256562641667329,103.226.236.138,260305063508+0100,240,4,24004,10871774,47794354,54897404,240-04-***,240-04-4585-38,4G,Tablet
3102996426033,151220275582,204337754770920,177.254.53.83,260319014059-0700,310,480,310480,69715838,25372552,22191547,310-480-***,310-480-6296-82,3G,Smartphone
2342192158189,447705916118,685901283855881,13.51.103.35,260314012445+0000,234,15,23415,88992670,52003082,86366538,234-15-***,234-15-1100-33,3G,Tablet
3100053789318,151292897284,545198644018227,28.14.242.212,260322195410-0800,310,260,310260,31812203,10163632,17244313,310-260-***,310-260-2543-58,5G,IoT Device
2062204144743,324681165993,113700782020304,109.122.43.228,260302070922+0100,206,10,20610,30034371,39396033,27609439,206-10-***,206-10-9792-26,5G,Smartphone
2063530281650,324846300593,690518227756919,144.235.79.88,260309063416+0200,206,20,20620,82111034,40097648,27719312,206-20-***,206-20-6884-26,5G,Smartphone
2401746902983,467004384196,625975192291316,97.248.223.6,260311043034+0100,240,4,24004,75343616,11877988,77254787,240-04-***,240-04-2468-63,5G,IoT Device
2400636219865,467304944407,679129606349339,51.12.29.241,260301060820+0200,240,16,24016,65946279,56142700,11145701,240-16-***,240-16-7038-63,4G,Tablet
2346261142436,447458542188,953936420879919,159.75.211.150,260316002959+0100,234,15,23415,64702301,29799652,95828215,234-15-***,234-15-8432-34,3G,Smartphone
2068532472505,324933343031,205609995876054,49.128.84.10,260302093125+0200,206,1,20601,59633035,72666858,62399178,206-01-***,206-01-7230-43,3G,Smartphone
2344535365974,447769861634,269749401254508,152.76.232.211,260301122746+0100,234,20,23420,11062915,86864684,54565710,234-20-***,234-20-8430-61,5G,IoT Device
2345596647213,447374235914,343729536140489,54.22.175.190,260319181207+0000,234,20,23420,36227933,43260813,31127637,234-20-***,234-20-4037-61,5G,Smartphone
3100796373100,161717852211,594404878718452,164.165.177.175,260321123422-0500,310,410,310410,38066975,58687226,98307414,310-410-***,310-410-6189-49,3G,IoT Device
2347017320865,447437772966,534749746337014,202.40.118.139,260222033232+0000,234,30,23430,18314171,96665124,16260094,234-30-***,234-30-9281-68,4G,Tablet
2345800027221,447525731609,504161683913681,24.52.201.253,260303063810+0000,234,30,23430,76354175,32075919,14708670,234-30-***,234-30-9798-18,3G,Tablet
2062862092973,324725953322,302368507393899,100.197.104.244,260315072017+0100,206,5,20605,33395000,10191149,48564701,206-05-***,206-05-7194-89,4G,Tablet
2343661850761,447387082697,262125848236010,136.201.20.132,260320210154+0100,234,38,23438,75953544,26734439,30934062,234-38-***,234-38-4638-55,3G,Smartphone
3102176484673,141574223322,316608378019442,183.168.50.223,260224035351-0500,310,410,310410,56453576,85190528,99973250,310-410-***,310-410-4641-81,5G,IoT Device
2062953506373,324518046741,417176300753841,142.113.103.126,260228034927+0100,206,5,20605,97671175,85388033,53481023,206-05-***,206-05-6795-61,3G,Tablet
2060846397561,324747055491,333914511516411,90.115.135.147,260312003428+0100,206,1,20601,85997625,55932113,54284913,206-01-***,206-01-4600-59,3G,Tablet
3109395787520,151202042620,195456519712124,20.102.33.69,260302190357-0700,310,120,310120,19837032,37083170,86715313,310-120-***,310-120-2496-83,5G,Tablet
2067609873126,324873192276,138008277598897,5.67.118.156,260221005906+0200,206,20,20620,97073528,83107943,66419307,206-20-***,206-20-8581-78,5G,IoT Device
2344319165430,447895231202,262472419150576,207.206.59.157,260305021340+0000,234,38,23438,46545801,47955201,85569997,234-38-***,234-38-4407-90,5G,IoT Device
3106876448676,141597974163,617619955604500,103.38.35.144,260307050102-0700,310,480,310480,64587161,42784548,57379304,310-480-***,310-480-1112-16,3G,Smartphone
2346496927711,447852963530,597896409702551,133.185.185.112,260302122942+0000,234,30,23430,31677773,81003352,31622781,234-30-***,234-30-4263-14,5G,IoT Device
3105948989596,141546634544,397166974414916,112.152.198.11,260312105434-0800,310,260,310260,86421624,90997797,89066088,310-260-***,310-260-7988-48,3G,Smartphone
2063946408822,324609586297,393301009889413,106.208.7.208,260320064647+0100,206,10,20610,31165240,23906478,11070533,206-10-***,206-10-5518-84,4G,Tablet
3107548534655,151292203004,473310059646129,89.104.91.234,260320214043-0600,310,120,310120,39990423,86044212,17329318,310-120-***,310-120-3839-24,4G,Smartphone
2407565896359,467370861993,192320764584345,98.80.212.15,260316123509+0100,240,8,24008,63223875,62061217,39700674,240-08-***,240-08-2747-27,3G,Smartphone
2403423622033,467374246310,504341403796868,70.222.3.183,260319043034+0100,240,5,24005,13760835,14384831,84110857,240-05-***,240-05-9880-80,4G,Smartphone
2342177417430,447535023850,319270862894665,61.20.14.33,260320174430+0000,234,33,23433,34316766,70190702,55201053,234-33-***,234-33-5597-58,5G,Smartphone
2063020256913,324603033467,691864221167507,7.243.136.90,260322132421+0100,206,5,20605,67293274,29058172,74208166,206-05-***,206-05-3186-76,3G,IoT Device
2345301239847,447430342028,497291337190172,93.244.13.103,260319133117+0100,234,15,23415,31932060,98841048,27770796,234-15-***,234-15-1928-32,4G,IoT Device
2344871775461,447892406583,820511547272581,165.74.123.105,260301014149+0000,234,20,23420,34142912,30877814,52501103,234-20-***,234-20-1958-66,5G,Tablet
2404823733791,467212110187,789225130358690,24.59.131.140,260225181501+0200,240,16,24016,99873483,19923241,70990495,240-16-***,240-16-7458-78,4G,IoT Device
2402519994529,467317122276,441620573387220,85.147.62.244,260314103842+0200,240,7,24007,58414556,48824005,30086155,240-07-***,240-07-1590-90,3G,IoT Device
2064963308334,324747048878,904259899504702,140.92.193.45,260316143625+0100,206,20,20620,11385716,60223068,92389507,206-20-***,206-20-3886-58,5G,Tablet
3107492663295,151234277752,314772485920616,220.249.198.241,260226033638-0700,310,120,310120,56880867,82844920,21236031,310-120-***,310-120-6131-34,5G,Tablet
2062941156302,324955963637,997077822629420,9.99.71.37,260317164113+0100,206,1,20601,67910178,60597830,20200250,206-01-***,206-01-7043-83,5G,Smartphone
2348513313800,447598321122,226649472154815,72.255.200.244,260304215115+0100,234,33,23433,82252947,30623050,68443796,234-33-***,234-33-9427-13,5G,IoT Device
3101854880644,130500629877,956686188735856,204.13.252.243,260307050117-0800,310,480,310480,95604856,63918832,47818391,310-480-***,310-480-5881-11,3G,IoT Device
3102192622132,120241042948,391196311478911,116.69.155.214,260228170111-0700,310,120,310120,73224527,92543545,69930028,310-120-***,310-120-8132-26,3G,Tablet
2068318003666,324520005328,551858153863105,32.187.92.243,260321120934+0200,206,10,20610,94799875,16229481,53840537,206-10-***,206-10-9631-22,5G,Smartphone
2060582692990,324576862763,404860022838963,47.31.148.218,260228173421+0200,206,5,20605,38788381,74914697,64694937,206-05-***,206-05-9674-40,5G,IoT Device
2407136841013,467282339218,781962703527918,83.162.183.18,260222175902+0200,240,2,24002,74004504,53669997,12655477,240-02-***,240-02-9885-61,3G,Tablet
3106592088143,120292797617,775340621596983,147.231.16.9,260225161502-0800,310,480,310480,82614177,50118830,56968623,310-480-***,310-480-7318-22,5G,Smartphone
3105686295912,141573498992,560942055394607,146.225.229.103,260313141548-0600,310,120,310120,49978296,28321214,87756567,310-120-***,310-120-3468-99,4G,Tablet
2406941799670,467908974748,572370349946418,114.35.25.5,260303215309+0200,240,7,24007,35976666,91639621,77654908,240-07-***,240-07-8785-28,5G,Tablet
2348536988164,447880445092,989704278605210,27.244.188.21,260307053243+0000,234,30,23430,32015250,63481951,28728874,234-30-***,234-30-8570-41,4G,Tablet
3100082484581,130508898305,747557064883997,7.196.65.130,260305083947-0500,310,480,310480,45153165,24225241,84266992,310-480-***,310-480-7557-47,5G,IoT Device
2340003056619,447853056418,450387779378467,163.126.157.46,260315143248+0100,234,15,23415,86434610,16950641,77465025,234-15-***,234-15-1238-29,4G,Tablet
3100013651034,141544299067,468103855686524,133.61.92.244,260315174736-0500,310,120,310120,15183403,60711458,29027158,310-120-***,310-120-9696-70,3G,Tablet
2067256222190,324733470474,744782386484559,13.201.222.238,260308153709+0100,206,10,20610,39908720,90635631,68662999,206-10-***,206-10-6639-88,5G,Tablet
2340712455312,447800362211,733912243277264,1.31.158.192,260223052918+0000,234,10,23410,81950326,96239997,83226213,234-10-***,234-10-4797-78,3G,Tablet
2062942525161,324957591710,550955780805491,214.120.17.126,260317175818+0200,206,10,20610,44671976,70161332,70949346,206-10-***,206-10-6263-80,4G,Smartphone
2345247841715,447849734493,149186805378803,109.63.248.70,260310013558+0100,234,30,23430,36204095,26751951,81115416,234-30-***,234-30-4773-56,5G,Smartphone
2068926087882,324915278730,482844008625152,22.146.166.35,260318122903+0200,206,1,20601,26405048,69749751,51034327,206-01-***,206-01-2124-98,3G,Smartphone
3100189156734,141567177629,633502709143362,30.65.100.233,260314092607-0700,310,260,310260,88874493,91148201,87254618,310-260-***,310-260-6364-38,4G,IoT Device
2349999001089,447857390835,319749091189684,29.75.40.121,260317033045+0100,234,38,23438,48586233,32844016,97315490,234-38-***,234-38-8045-43,4G,Smartphone
2349795728575,447858281902,292547711797891,93.151.155.45,260306140857+0100,234,20,23420,28476277,50163276,80976519,234-20-***,234-20-9431-76,4G,IoT Device
2068445143672,324968112303,808888538568119,33.100.175.233,260313013849+0200,206,1,20601,42985575,91839877,75992723,206-01-***,206-01-8571-11,4G,IoT Device
2409217790552,467966933515,777252678070532,163.124.134.21,260304182015+0200,240,8,24008,62957459,12681024,26312537,240-08-***,240-08-1186-12,5G,IoT Device
2409742551360,467908581810,480382525024373,86.12.194.204,260310053818+0100,240,2,24002,63748955,19352129,56070372,240-02-***,240-02-1170-41,5G,Smartphone
3103589693353,161700585615,949422544731566,4.123.103.77,260313213153-0600,310,480,310480,42132903,88488268,75410125,310-480-***,310-480-7587-27,4G,Smartphone
2063690283772,324802896660,560521723428164,94.54.106.34,260320220914+0200,206,10,20610,44416747,19219147,65325710,206-10-***,206-10-2895-22,4G,Tablet
2405846405103,467980273042,753112056362814,40.170.221.212,260221200612+0100,240,2,24002,95061828,44784276,46317732,240-02-***,240-02-8566-51,5G,Smartphone
3106906764909,130528849874,529363925135872,192.245.206.107,260315203901-0500,310,260,310260,75895533,26547150,70869451,310-260-***,310-260-6193-37,3G,IoT Device
2341640343988,447387387758,398560213364770,222.90.106.139,260304025158+0000,234,10,23410,43697896,22655804,41212087,234-10-***,234-10-7960-80,5G,Smartphone
2406028262542,467041231905,704261967204410,220.5.73.202,260318232251+0100,240,2,24002,17596334,76403941,89398528,240-02-***,240-02-6719-34,5G,IoT Device
2343810979412,447448709872,623146594963225,194.136.46.122,260223070203+0000,234,33,23433,20486245,76573189,50070341,234-33-***,234-33-4524-30,4G,Tablet
2063261189003,324768616307,116105062867202,43.108.28.163,260312114756+0100,206,10,20610,14717473,14267792,89800065,206-10-***,206-10-1229-43,5G,IoT Device
2345368900577,447850017325,855760960073971,40.38.116.96,260322160614+0000,234,30,23430,35435139,14644911,97825168,234-30-***,234-30-7784-27,3G,IoT Device
3106908716722,120204546171,864342342817074,112.14.58.2,260314171844-0600,310,260,310260,51123406,42867023,64634979,310-260-***,310-260-2532-23,3G,IoT Device
2405216025239,467312094477,341987216903265,192.251.67.182,260315134213+0100,240,5,24005,52386800,22666580,40151918,240-05-***,240-05-5940-47,3G,Smartphone
2064802455985,324560211915,820781509126864,7.8.194.25,260313021027+0200,206,20,20620,91423225,81921995,65515657,206-20-***,206-20-2292-93,4G,IoT Device
2342376008844,447740837819,247016009074992,117.137.222.203,260317140426+0100,234,33,23433,21509711,68677738,50369409,234-33-***,234-33-8011-75,5G,Tablet
2402353484864,467608213986,527565514622021,96.231.27.23,260225125630+0100,240,16,24016,32347212,36749842,75990558,240-16-***,240-16-9668-35,4G,IoT Device
2060000886346,324839190088,867372799114160,129.0.87.59,260221202703+0100,206,10,20610,13106154,87798642,22394373,206-10-***,206-10-6387-10,3G,Smartphone
3107989790608,141548186746,428758070009984,66.38.29.24,260228023203-0600,310,260,310260,39409531,43425740,68325929,310-260-***,310-260-3275-97,4G,Smartphone
2401519854582,467942034015,373070385346607,131.29.131.74,260306064131+0100,240,5,24005,53171352,60339944,87142195,240-05-***,240-05-8301-20,3G,IoT Device
2342010824028,447382238794,101514772620858,92.23.247.125,260228052746+0100,234,33,23433,19398971,76690193,45175775,234-33-***,234-33-5478-61,4G,Tablet
2346423570041,447491828518,255954776125590,112.231.49.221,260227215843+0000,234,30,23430,48502327,99329766,63362652,234-30-***,234-30-4725-55,5G,Smartphone
2400466001283,467927101232,862085986151204,199.119.228.4,260225020907+0100,240,1,24001,81451022,60232496,11547308,240-01-***,240-01-8612-87,3G,Smartphone
3104604227634,151201915305,770042523472435,186.52.117.132,260317083713-0800,310,480,310480,84938356,66620520,21150024,310-480-***,310-480-6326-38,5G,Tablet
3102726708666,141562241976,832530307849477,186.66.227.126,260310050210-0800,310,260,310260,20807157,98904677,31427013,310-260-***,310-260-3673-50,3G,IoT Device
2408489742235,467334046682,248260722156495,215.18.200.59,260227234931+0100,240,8,24008,31961637,57904616,44464147,240-08-***,240-08-1246-14,4G,Smartphone
2061197388182,324830634359,485876258821884,124.179.86.29,260305070104+0100,206,20,20620,88743726,66341306,82053491,206-20-***,206-20-5528-46,5G,Smartphone
2401021254341,467230160498,668927400372186,63.184.64.70,260311155810+0200,240,16,24016,17096276,17845585,37197311,240-16-***,240-16-5254-12,4G,Smartphone
2069990114003,324771317197,975410378601625,56.100.214.100,260222070039+0100,206,5,20605,92790730,16835512,78092243,206-05-***,206-05-2720-86,4G,IoT Device
2345501137535,447821072887,801403370727903,58.165.16.21,260316110201+0000,234,33,23433,72806952,25025823,65767703,234-33-***,234-33-5667-91,4G,IoT Device
