IMSI,MSISDN,IMEI,IP_Address,Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type,Linkage_Index
240024367858733,467366766829,378819760073703,186.226.183.173,260405023157+0200,240,02,24002,26947289,25199392,26579768,240-02-3621,240-02-3621-55,4G,Tablet,1871
206050675201860,324621446544,913791799869065,219.59.149.122,260404164354+0100,206,05,20605,35570662,35627104,40863313,206-05-2713,206-05-2713-91,3G,IoT Device,2889
240048377427054,467985788728,295009420632280,113.163.209.250,260403214540+0100,240,04,24004,12655842,15617382,24139449,240-04-4502,240-04-4502-37,5G,Tablet,846
240245531341762,467280954175,456889570163790,47.193.254.5,260403214229+0200,240,24,24024,21777448,28433623,18998024,240-24-7211,240-24-7211-37,4G,Smartphone,1249
3104806893135030,141587210552,495536007286333,9.48.117.21,260402062735-0800,310,480,310480,71874540,74623844,72867561,310-480-3050,310-480-3050-63,4G,Smartphone,234
240023359690070,467353096277,211085578698683,129.153.198.180,260404073744+0100,240,02,24002,11996706,13732094,24914546,240-02-7482,240-02-7482-43,5G,IoT Device,2284
234337949078692,447855162159,417224568967635,132.210.150.139,260405031928+0000,234,33,23433,56641824,64375936,66334533,234-33-8682,234-33-8682-35,4G,IoT Device,774
234100697899951,447554983671,449251046749066,170.42.46.214,260405205130+0100,234,10,23410,67678326,67283960,74267160,234-10-3153,234-10-3153-42,3G,Tablet,807
234108922706990,447749493565,971712728036383,113.78.65.128,260407192013+0000,234,10,23410,63537533,59827465,66349012,234-10-5847,234-10-5847-57,3G,IoT Device,1132
3104809303619993,130560386157,961808194236837,133.74.186.187,260406084259-0700,310,480,310480,94712914,87598726,65573838,310-480-9476,310-480-9476-88,5G,IoT Device,1675
3102607335613085,130547195353,160053047721871,195.78.53.174,260403165937-0800,310,260,310260,82680294,92237248,78163966,310-260-1266,310-260-1266-41,4G,Tablet,2437
240247943205000,467943659607,552738464542233,128.128.44.124,260405193301+0100,240,24,24024,38858279,24672576,10285813,240-24-6511,240-24-6511-45,5G,Smartphone,2356
240165447022960,467343270185,190683580679497,183.214.39.114,260408095609+0100,240,16,24016,21335467,22660276,25945990,240-16-9270,240-16-9270-55,4G,Smartphone,176
3101204000040046,141554976834,818721777525604,178.86.66.5,260402025106-0500,310,120,310120,88508513,89493852,74527385,310-120-6780,310-120-6780-83,4G,Smartphone,1169
206015816494615,324686815915,653891867407949,161.194.66.32,260405232223+0200,206,01,20601,33204294,44726034,46938705,206-01-4727,206-01-4727-91,4G,Smartphone,1940
3104808180368938,130552894043,879622593516026,57.83.4.118,260402030324-0500,310,480,310480,90391042,93775046,87052588,310-480-3589,310-480-3589-30,4G,Smartphone,1084
206107978819148,324780783613,499578160745171,187.56.94.42,260315213930+0100,206,10,20610,56025879,37950590,32042342,206-10-5503,206-10-5503-38,5G,Smartphone,26
240242850676251,467338144744,385972270963480,144.195.224.7,260407142701+0100,240,24,24024,25537613,30728206,26383503,240-24-2983,240-24-2983-76,4G,Smartphone,221
3102608146358080,141579163392,961142498298118,11.172.180.58,260403221629-0800,310,260,310260,83012509,75766704,82971683,310-260-1266,310-260-1266-73,3G,IoT Device,2467
3102608625152174,151253537801,787039159156734,78.207.206.0,260406103308-0500,310,260,310260,79368945,82801550,98323847,310-260-4950,310-260-4950-88,3G,Smartphone,549
3104803303494670,130576806704,850657200383430,46.34.100.218,260406111852-0600,310,480,310480,84564040,90772944,67034691,310-480-8632,310-480-8632-30,4G,Smartphone,2748
3102605225898730,151232166569,242254120708611,153.125.174.148,260401162509-0800,310,260,310260,97305406,86598967,71254984,310-260-9129,310-260-9129-73,3G,IoT Device,1210
3104100270615927,130587402990,694738311669063,190.122.114.138,260403011851-0600,310,410,310410,74361660,74244057,83884352,310-410-1510,310-410-1510-88,5G,IoT Device,456
234106004259765,447712544584,691151299519614,47.51.177.219,260401153931+0000,234,10,23410,69248451,70645328,50598538,234-10-5106,234-10-5106-87,3G,Smartphone,1593
234303901981794,447795489952,924486059787729,207.81.181.120,260402183455+0000,234,30,23430,57808842,73776236,59747161,234-30-2140,234-30-2140-23,3G,Smartphone,110
240074962521653,467997390766,639981067524420,129.153.198.180,260407143213+0100,240,07,24007,38293195,18073529,13482523,240-07-7267,240-07-7267-55,4G,Smartphone,1594
240070964969277,467019529635,376339070597025,161.191.144.226,260407142732+0200,240,07,24007,21736151,13695079,15419443,240-07-7939,240-07-7939-55,5G,Smartphone,519
3102609275895516,161774090380,307449911462961,82.131.74.220,260403035325-0500,310,260,310260,77484359,83026602,96022989,310-260-2229,310-260-2229-63,4G,Smartphone,240
3104806364653334,151274963379,298504022628191,44.218.192.50,260405222502-0500,310,480,310480,81573867,70017399,77168057,310-480-3526,310-480-3526-63,4G,IoT Device,1120
206010283541589,324690930437,659901416136628,50.223.154.207,260402104030+0200,206,01,20601,51565339,30829886,42174666,206-01-5118,206-01-5118-42,4G,Tablet,707
240082960586531,467334220704,391236891077222,112.128.170.223,260406165044+0100,240,08,24008,28836048,25662627,18516046,240-08-9445,240-08-9445-45,5G,Smartphone,1380
3104108050141716,141578939129,573090116518871,129.184.254.82,260407165055-0800,310,410,310410,91752907,73830263,85694351,310-410-3068,310-410-3068-88,5G,Smartphone,711
240075384951632,467011978718,164867879339137,166.193.42.206,260403235811+0100,240,07,24007,17274005,14520015,23589360,240-07-4114,240-07-4114-37,4G,IoT Device,422
240059789681266,467699169927,708023620866574,91.110.100.64,260403144838+0100,240,05,24005,28086752,34606670,24234421,240-05-4335,240-05-4335-76,4G,Smartphone,1567
206054326032227,324761758344,196120937309818,16.76.251.214,260408090146+0200,206,05,20605,55217832,32798686,49103102,206-05-8025,206-05-8025-64,4G,Smartphone,1919
3102609914995253,141595301965,464504229705944,149.59.15.204,260406183716-0700,310,260,310260,82107386,92749025,71726500,310-260-4950,310-260-4950-88,3G,Smartphone,1648
240011231503377,467647467389,655850660003206,181.61.145.201,260403223350+0100,240,01,24001,23286972,17711317,12542764,240-01-4657,240-01-4657-55,4G,IoT Device,2919
206107609441283,324637218856,636670536954132,105.67.116.80,260407083507+0100,206,10,20610,50906362,46145509,47242640,206-10-5722,206-10-5722-91,4G,Smartphone,393
3104105658255483,161768612358,752947889050730,176.132.223.153,260404183639-0500,310,410,310410,93570055,94751203,69149771,310-410-7044,310-410-7044-88,4G,Smartphone,1800
234337946857678,447734058290,918971297046832,218.159.32.133,260406060314+0000,234,33,23433,55100985,65528701,57096350,234-33-8155,234-33-8155-35,3G,Tablet,2731
3104807329729140,130526808146,431562175506665,76.240.34.252,260402014011-0700,310,480,310480,79503030,71561657,97407293,310-480-9437,310-480-9437-34,4G,IoT Device,2470
240010097018325,467661806108,554638833700700,147.247.27.134,260403095126+0100,240,01,24001,13363350,10207068,15021971,240-01-6168,240-01-6168-43,5G,Smartphone,1440
206014441219170,324822178942,653899680320039,87.130.106.123,260404142231+0100,206,01,20601,30722979,35351795,45936613,206-01-8800,206-01-8800-64,4G,Smartphone,2264
234153922689495,447527629336,870554588324072,136.161.108.187,260403032357+0000,234,15,23415,76783332,67282584,52867977,234-15-9850,234-15-9850-87,3G,IoT Device,1387
240167731774278,467943788724,285981777581406,166.107.43.197,260406114616+0100,240,16,24016,20994955,11924629,21124104,240-16-3977,240-16-3977-37,5G,Smartphone,2062
3101202151342284,161793908926,203126813715041,161.45.21.88,260401183346-0800,310,120,310120,83226143,82534536,72118231,310-120-5469,310-120-5469-88,4G,Smartphone,162
206106281672796,324841001283,455347474920731,111.183.12.59,260405092147+0100,206,10,20610,30778519,47080926,32292761,206-10-2527,206-10-2527-91,5G,Smartphone,2548
234330941626724,447389628701,430970262156670,82.112.65.154,260405114238+0100,234,33,23433,52114735,72713564,70793569,234-33-2734,234-33-2734-35,4G,Tablet,1571
240244859931785,467978734053,824890656767703,112.131.123.138,260405105735+0200,240,24,24024,39359823,26132306,16369026,240-24-8613,240-24-8613-55,4G,Smartphone,1989
240053954296184,467362671462,819278603143598,190.244.220.47,260403173915+0100,240,05,24005,30298575,15504372,24082341,240-05-8973,240-05-8973-37,5G,Smartphone,217
3101200597364248,120296244063,125124146244795,64.154.212.224,260405081221-0600,310,120,310120,73259735,77426390,80087735,310-120-8740,310-120-8740-73,4G,IoT Device,306
3101205832067998,120236462251,738681309086416,65.224.249.15,260331141535-0700,310,120,310120,86838389,84579102,73749329,310-120-9591,310-120-9591-15,4G,Tablet,99
234386139347495,447304418500,675923650307984,153.226.16.130,260405132623+0000,234,38,23438,58001887,62631327,57804831,234-38-7347,234-38-7347-57,3G,Smartphone,2210
206013818556954,324771752614,310926322079827,55.24.172.232,260403001530+0200,206,01,20601,57613452,37449323,26114114,206-01-8800,206-01-8800-64,3G,Smartphone,2881
206056175565173,324942620619,493791573485205,145.29.221.16,260405073743+0200,206,05,20605,47574469,38861453,40282447,206-05-1977,206-05-1977-91,4G,Tablet,2812
234303240621461,447435473370,326524375556348,133.132.141.242,260407225603+0000,234,30,23430,54015235,58896723,53844586,234-30-8242,234-30-8242-46,5G,IoT Device,1696
234201674436193,447538582406,798445485889381,218.4.151.184,260401204942+0000,234,20,23420,72879781,56787951,61212734,234-20-2768,234-20-2768-35,4G,IoT Device,2493
234335676115640,447587342225,353954828618173,76.220.220.195,260406234908+0100,234,33,23433,54083582,58442241,57620505,234-33-7560,234-33-7560-35,4G,Smartphone,2505
206051179080759,324779472846,398087889208678,158.37.26.133,260320133835+0100,206,05,20605,31092621,46860270,36653083,206-05-5091,206-05-5091-89,4G,Tablet,83
234307966186957,447440434741,319267205313795,84.74.46.108,260402124629+0000,234,30,23430,78535367,63579619,53252536,234-30-8532,234-30-8532-35,3G,IoT Device,621
234159845855422,447354872912,905848278967335,28.204.250.119,260403135628+0000,234,15,23415,72688098,73045441,57908858,234-15-3063,234-15-3063-27,3G,Smartphone,1808
206209653999095,324771774168,667026777448996,195.63.242.154,260408050939+0100,206,20,20620,33992720,53136963,36281409,206-20-8749,206-20-8749-64,4G,Smartphone,2180
206056992427739,324638520232,129113289140169,142.242.175.225,260405060047+0200,206,05,20605,36338394,37648839,50539800,206-05-5871,206-05-5871-91,5G,IoT Device,635
234202149901086,447364790499,220208725738067,41.159.183.115,260405144857+0000,234,20,23420,70572117,69203062,62780549,234-20-2204,234-20-2204-35,5G,Tablet,920
3104802663456450,141507942592,268816420213952,98.4.243.212,260405080501-0500,310,480,310480,70871205,85851302,92746260,310-480-8430,310-480-8430-41,5G,Smartphone,2213
234386954323246,447835516978,793225563777204,30.93.110.142,260406020148+0100,234,38,23438,57717063,68879321,66700317,234-38-8684,234-38-8684-20,3G,Smartphone,1753
240087979389269,467381335295,474050580054530,193.193.207.66,260401210058+0200,240,08,24008,20374274,14499610,13653040,240-08-4228,240-08-4228-55,5G,IoT Device,2275
3101203661211237,161728148022,937168808358747,55.4.106.219,260407103743-0600,310,120,310120,79971653,78988012,73247788,310-120-8685,310-120-8685-88,4G,Smartphone,2447
234202395672176,447389898787,759152026775138,154.169.91.155,260405173304+0100,234,20,23420,66118978,65593391,72021162,234-20-7815,234-20-7815-35,4G,IoT Device,977
240073746983306,467673067182,345667282667941,47.193.254.5,260401225314+0100,240,07,24007,30612768,10541725,27176538,240-07-6464,240-07-6464-45,4G,Smartphone,608
3104805789088506,161703034711,346973220273023,23.240.0.112,260403001153-0500,310,480,310480,99301995,87722222,89336239,310-480-1496,310-480-1496-63,5G,Smartphone,1520
240025026528790,467397307778,247557610881305,145.147.1.43,260401181922+0100,240,02,24002,24721127,21425713,19055819,240-02-4483,240-02-4483-53,5G,Smartphone,2524
206051924907488,324641833567,297431610719014,212.87.92.33,260407124150+0100,206,05,20605,53794831,46232812,32490410,206-05-1659,206-05-1659-91,5G,Smartphone,2241
240044072948831,467910070573,764946947339871,181.27.237.216,260403101802+0100,240,04,24004,19389400,11349185,29902676,240-04-6107,240-04-6107-45,3G,IoT Device,2752
234382476902902,447769990450,848920892026927,207.168.104.137,260404111120+0100,234,38,23438,68490619,55540523,77523169,234-38-6962,234-38-6962-87,4G,Tablet,2249
3101207747630835,151228909100,660451853474180,31.6.16.198,260402171743-0700,310,120,310120,97513695,78863623,74033837,310-120-3352,310-120-3352-63,3G,Smartphone,1307
234108998855059,447406337067,928502291042855,18.225.174.160,260406183105+0100,234,10,23410,77152631,66316634,70700428,234-10-6994,234-10-6994-27,3G,IoT Device,2990
234102335591649,447356630363,412317838648650,208.155.174.10,260403191636+0100,234,10,23410,51828871,64980545,59883760,234-10-5689,234-10-5689-46,3G,IoT Device,1573
234305709001635,447740723247,338404678289540,25.176.180.122,260408084617+0000,234,30,23430,51959940,52984982,66289831,234-30-2503,234-30-2503-92,4G,Smartphone,486
206206756753515,324647439270,795409451207800,159.105.157.225,260403084845+0100,206,20,20620,36962155,46528223,43111788,206-20-5161,206-20-5161-83,4G,Smartphone,1339
234380817225803,447872781962,386629836495691,172.157.37.36,260406234754+0100,234,38,23438,65650111,60625712,66240923,234-38-9843,234-38-9843-35,3G,Smartphone,2866
240015076140486,467971690733,846741092109200,112.128.170.223,260407083420+0100,240,01,24001,30843412,13610329,13911482,240-01-9935,240-01-9935-37,5G,Tablet,2103
240089949745009,467606440712,529969433461155,208.222.5.31,260401155527+0100,240,08,24008,31003353,21220067,16119736,240-08-8461,240-08-8461-55,4G,Smartphone,1811
206208977612765,324549241009,649922749004181,152.123.155.22,260402094508+0100,206,20,20620,56786798,51202047,33084171,206-20-7730,206-20-7730-91,5G,Smartphone,2622
3104808391875990,141588419482,469984056411880,147.231.16.9,260404034238-0800,310,480,310480,98220439,77795533,83093051,310-480-5745,310-480-5745-49,5G,Tablet,1915
206019580081744,324517072308,900270104666298,2.195.164.75,260404174008+0100,206,01,20601,32439434,49707136,52954567,206-01-9004,206-01-9004-64,5G,Smartphone,2646
3104809563836766,141570310122,942092631338753,70.26.202.32,260401162043-0700,310,480,310480,91508576,92826520,82563784,310-480-9238,310-480-9238-88,5G,IoT Device,1502
3101202452841356,161748045073,575046846748095,25.116.46.70,260406093139-0800,310,120,310120,86719011,91482212,79949976,310-120-8349,310-120-8349-73,5G,IoT Device,645
3102602188345819,130504877067,951003956933329,114.74.203.114,260404172929-0700,310,260,310260,89782611,88729749,93856702,310-260-3986,310-260-3986-49,4G,IoT Device,598
3104103434711351,130595927468,230763546202688,81.149.90.45,260406041338-0500,310,410,310410,99553365,93694241,79479474,310-410-3621,310-410-3621-49,3G,Smartphone,2897
3102606503602919,130505127198,204394930984465,157.201.8.16,260403010550-0700,310,260,310260,96724265,74533050,85400257,310-260-4302,310-260-4302-83,4G,IoT Device,2647
234330730337933,447756362050,198960285081247,26.253.113.54,260406013554+0100,234,33,23433,56523097,71184073,69652374,234-33-8354,234-33-8354-87,3G,IoT Device,188
3104800295738010,120224571815,850191970619499,11.144.35.157,260402153112-0500,310,480,310480,95861250,89407829,72780318,310-480-8632,310-480-8632-88,4G,IoT Device,900
206103094760596,324865612498,393247903441467,71.66.242.111,260403101114+0200,206,10,20610,56803157,49461878,53297210,206-10-7622,206-10-7622-91,5G,Smartphone,1668
240164060564329,467008895091,548422867275063,101.136.177.81,260402054146+0100,240,16,24016,32352845,23858122,15711938,240-16-3607,240-16-3607-37,4G,Smartphone,2312
240161251283370,467690030224,946925412793166,131.148.124.195,260406040535+0200,240,16,24016,17922530,34360703,14752919,240-16-9818,240-16-9818-37,4G,Smartphone,2819
206205500445072,324962901079,410476232265278,212.87.92.33,260404004031+0200,206,20,20620,35312962,41597476,34719011,206-20-1606,206-20-1606-64,5G,Smartphone,1126
206051830617893,324606496935,749926618243477,113.51.119.57,260401174937+0200,206,05,20605,56734365,51140214,38160385,206-05-7693,206-05-7693-64,4G,Smartphone,284
240029393812401,467376696484,678785661591014,210.133.45.128,260401185650+0100,240,02,24002,20739287,15651712,29261299,240-02-9317,240-02-9317-34,4G,Smartphone,2230
240073764255078,467688786020,406935659221317,135.84.129.170,260403090022+0100,240,07,24007,11146979,13121569,20939701,240-07-6464,240-07-6464-40,5G,Smartphone,790
3104109147200809,120225737821,161100225673380,115.155.2.226,260402182544-0600,310,410,310410,84085923,82901155,87270527,310-410-9612,310-410-9612-41,4G,Smartphone,2476
240075164998742,467601897239,771410695879806,169.107.68.250,260406182626+0200,240,07,24007,24582900,23732539,21985086,240-07-8007,240-07-8007-37,5G,Smartphone,2425
